Year,Revenue Type,Transit Agency,Value,Dollar Type
2002,Sales & Use Tax,Community Transit,73426800.0,Constant
2003,Sales & Use Tax,Community Transit,74418160.0,Constant
2004,Sales & Use Tax,Community Transit,79835610.0,Constant
2005,Sales & Use Tax,Community Transit,87293074.0,Constant
2006,Sales & Use Tax,Community Transit,91665280.0,Constant
2007,Sales & Use Tax,Community Transit,95994912.0,Constant
2008,Sales & Use Tax,Community Transit,82537705.0,Constant
2009,Sales & Use Tax,Community Transit,73875780.0,Constant
2010,Sales & Use Tax,Community Transit,74471826.0,Constant
2011,Sales & Use Tax,Community Transit,73839890.0,Constant
2012,Sales & Use Tax,Community Transit,76049960.0,Constant
2013,Sales & Use Tax,Community Transit,83230140.0,Constant
2014,Sales & Use Tax,Community Transit,86629950.0,Constant
2015,Sales & Use Tax,Community Transit,91048958.0,Constant
2016,Sales & Use Tax,Community Transit,122251008.0,Constant
2017,Sales & Use Tax,Community Transit,134454272.0,Constant
2018,Sales & Use Tax,Community Transit,141941000.0,Constant
2019,Sales & Use Tax,Community Transit,125507003.75744832,Constant
2020,Sales & Use Tax,Community Transit,129346677.40002045,Constant
2021,Sales & Use Tax,Community Transit,136749188.98480895,Constant
2022,Sales & Use Tax,Community Transit,138936936.6466963,Constant
2023,Sales & Use Tax,Community Transit,141884105.4103968,Constant
2024,Sales & Use Tax,Community Transit,148060498.6991232,Constant
2025,Sales & Use Tax,Community Transit,151496838.32666397,Constant
2026,Sales & Use Tax,Community Transit,153967269.18343678,Constant
2027,Sales & Use Tax,Community Transit,159450614.51715934,Constant
2028,Sales & Use Tax,Community Transit,163460131.3042416,Constant
2029,Sales & Use Tax,Community Transit,165475255.08836448,Constant
2030,Sales & Use Tax,Community Transit,169686499.5215309,Constant
2031,Sales & Use Tax,Community Transit,173298539.9944224,Constant
2032,Sales & Use Tax,Community Transit,175172397.33644927,Constant
2033,Sales & Use Tax,Community Transit,177145101.54726335,Constant
2034,Sales & Use Tax,Community Transit,179342450.60788223,Constant
2035,Sales & Use Tax,Community Transit,180400148.18822017,Constant
2036,Sales & Use Tax,Community Transit,181916753.9048122,Constant
2037,Sales & Use Tax,Community Transit,183848927.28882048,Constant
2038,Sales & Use Tax,Community Transit,185100490.7703763,Constant
2039,Sales & Use Tax,Community Transit,185298544.85849854,Constant
2040,Sales & Use Tax,Community Transit,185313336.54532415,Constant
2041,Sales & Use Tax,Community Transit,184752003.53304285,Constant
2042,Sales & Use Tax,Community Transit,184257123.37312895,Constant
2043,Sales & Use Tax,Community Transit,183633736.5986688,Constant
2044,Sales & Use Tax,Community Transit,182681426.9881037,Constant
2045,Sales & Use Tax,Community Transit,182111645.533608,Constant
2046,Sales & Use Tax,Community Transit,180907810.8244704,Constant
2047,Sales & Use Tax,Community Transit,179651437.0738272,Constant
2048,Sales & Use Tax,Community Transit,178776923.22161853,Constant
2049,Sales & Use Tax,Community Transit,176962208.86344957,Constant
2050,Sales & Use Tax,Community Transit,175613290.3864339,Constant
1989,Sales & Use Tax,Everett Transit,9556976.0,Constant
1990,Sales & Use Tax,Everett Transit,9725515.0,Constant
1991,Sales & Use Tax,Everett Transit,9235296.0,Constant
1992,Sales & Use Tax,Everett Transit,11428726.0,Constant
1993,Sales & Use Tax,Everett Transit,11799840.0,Constant
1994,Sales & Use Tax,Everett Transit,10063176.0,Constant
1995,Sales & Use Tax,Everett Transit,9449892.216,Constant
1996,Sales & Use Tax,Everett Transit,9383005.8,Constant
1997,Sales & Use Tax,Everett Transit,10589564.559,Constant
1998,Sales & Use Tax,Everett Transit,10505021.956,Constant
1999,Sales & Use Tax,Everett Transit,11075714.909,Constant
2000,Sales & Use Tax,Everett Transit,10767120.0,Constant
2001,Sales & Use Tax,Everett Transit,9691510.0,Constant
2002,Sales & Use Tax,Everett Transit,9676400.0,Constant
2003,Sales & Use Tax,Everett Transit,9631740.0,Constant
2004,Sales & Use Tax,Everett Transit,9225080.0,Constant
2005,Sales & Use Tax,Everett Transit,17705006.0,Constant
2006,Sales & Use Tax,Everett Transit,18894050.0,Constant
2007,Sales & Use Tax,Everett Transit,23423712.0,Constant
2008,Sales & Use Tax,Everett Transit,20700936.0,Constant
2009,Sales & Use Tax,Everett Transit,16807824.0,Constant
2010,Sales & Use Tax,Everett Transit,18609039.0,Constant
2011,Sales & Use Tax,Everett Transit,17292280.0,Constant
2012,Sales & Use Tax,Everett Transit,17738980.0,Constant
2013,Sales & Use Tax,Everett Transit,18230939.999999996,Constant
2014,Sales & Use Tax,Everett Transit,18861480.0,Constant
2015,Sales & Use Tax,Everett Transit,19756506.0,Constant
2016,Sales & Use Tax,Everett Transit,20021760.0,Constant
2017,Sales & Use Tax,Everett Transit,20022272.0,Constant
2018,Sales & Use Tax,Everett Transit,20170000.0,Constant
2019,Sales & Use Tax,Everett Transit,10909732.366847157,Constant
2020,Sales & Use Tax,Everett Transit,11243497.101582238,Constant
2021,Sales & Use Tax,Everett Transit,11886962.54824848,Constant
2022,Sales & Use Tax,Everett Transit,12077133.142421158,Constant
2023,Sales & Use Tax,Everett Transit,12333316.6340934,Constant
2024,Sales & Use Tax,Everett Transit,12870201.395541599,Constant
2025,Sales & Use Tax,Everett Transit,13168906.2051195,Constant
2026,Sales & Use Tax,Everett Transit,13383649.1172384,Constant
2027,Sales & Use Tax,Everett Transit,13860290.486046178,Constant
2028,Sales & Use Tax,Everett Transit,14208818.884923302,Constant
2029,Sales & Use Tax,Everett Transit,14383984.098916741,Constant
2030,Sales & Use Tax,Everett Transit,14750047.73139744,Constant
2031,Sales & Use Tax,Everett Transit,15064025.387446202,Constant
2032,Sales & Use Tax,Everett Transit,15226910.975366639,Constant
2033,Sales & Use Tax,Everett Transit,15398388.85576068,Constant
2034,Sales & Use Tax,Everett Transit,15589394.054277118,Constant
2035,Sales & Use Tax,Everett Transit,15681334.720384082,Constant
2036,Sales & Use Tax,Everett Transit,15813166.108105082,Constant
2037,Sales & Use Tax,Everett Transit,15981120.83473224,Constant
2038,Sales & Use Tax,Everett Transit,16089913.350011159,Constant
2039,Sales & Use Tax,Everett Transit,16107129.25853328,Constant
2040,Sales & Use Tax,Everett Transit,16108415.030161079,Constant
2041,Sales & Use Tax,Everett Transit,16059620.996765936,Constant
2042,Sales & Use Tax,Everett Transit,16016603.39665848,Constant
2043,Sales & Use Tax,Everett Transit,15962415.3221544,Constant
2044,Sales & Use Tax,Everett Transit,15879635.535603842,Constant
2045,Sales & Use Tax,Everett Transit,15830107.118941499,Constant
2046,Sales & Use Tax,Everett Transit,15725463.440920198,Constant
2047,Sales & Use Tax,Everett Transit,15616252.791618599,Constant
2048,Sales & Use Tax,Everett Transit,15540235.42371828,Constant
2049,Sales & Use Tax,Everett Transit,15382490.8566648,Constant
2050,Sales & Use Tax,Everett Transit,15265235.73042996,Constant
1989,Sales & Use Tax,King County Metro,276518528.0,Constant
1990,Sales & Use Tax,King County Metro,291211615.0,Constant
1991,Sales & Use Tax,King County Metro,275228352.0,Constant
1992,Sales & Use Tax,King County Metro,272499921.0,Constant
1993,Sales & Use Tax,King County Metro,283054335.0,Constant
1994,Sales & Use Tax,King County Metro,278570171.0,Constant
1995,Sales & Use Tax,King County Metro,287384452.0,Constant
1996,Sales & Use Tax,King County Metro,296310567.0,Constant
1997,Sales & Use Tax,King County Metro,310997326.185,Constant
1998,Sales & Use Tax,King County Metro,325675134.25200003,Constant
1999,Sales & Use Tax,King County Metro,339846165.428,Constant
2000,Sales & Use Tax,King County Metro,360764872.0,Constant
2001,Sales & Use Tax,King County Metro,418231520.0,Constant
2002,Sales & Use Tax,King County Metro,422830220.0,Constant
2003,Sales & Use Tax,King County Metro,434101260.0,Constant
2004,Sales & Use Tax,King County Metro,394435768.22629994,Constant
2005,Sales & Use Tax,King County Metro,450269182.0,Constant
2006,Sales & Use Tax,King County Metro,471841020.0,Constant
2007,Sales & Use Tax,King County Metro,535718976.0,Constant
2008,Sales & Use Tax,King County Metro,531395604.0,Constant
2009,Sales & Use Tax,King County Metro,454236552.0,Constant
2010,Sales & Use Tax,King County Metro,443607577.0,Constant
2011,Sales & Use Tax,King County Metro,460795220.0,Constant
2012,Sales & Use Tax,King County Metro,450236500.0,Constant
2013,Sales & Use Tax,King County Metro,486536820.0,Constant
2014,Sales & Use Tax,King County Metro,515957310.0,Constant
2015,Sales & Use Tax,King County Metro,561789998.0,Constant
2016,Sales & Use Tax,King County Metro,598886112.0,Constant
2017,Sales & Use Tax,King County Metro,605274112.0,Constant
2018,Sales & Use Tax,King County Metro,652299000.0,Constant
2019,Sales & Use Tax,King County Metro,507852029.1018599,Constant
2020,Sales & Use Tax,King County Metro,507837290.64561,Constant
2021,Sales & Use Tax,King County Metro,524248639.3166399,Constant
2022,Sales & Use Tax,King County Metro,520782937.0187399,Constant
2023,Sales & Use Tax,King County Metro,520570177.29585,Constant
2024,Sales & Use Tax,King County Metro,533487967.59608996,Constant
2025,Sales & Use Tax,King County Metro,536248552.63904995,Constant
2026,Sales & Use Tax,King County Metro,536269116.474,Constant
2027,Sales & Use Tax,King County Metro,547876454.1867901,Constant
2028,Sales & Use Tax,King County Metro,555017854.13262,Constant
2029,Sales & Use Tax,King County Metro,555671598.55263,Constant
2030,Sales & Use Tax,King County Metro,564761560.14864,Constant
2031,Sales & Use Tax,King County Metro,573230033.2638899,Constant
2032,Sales & Use Tax,King County Metro,576371062.40202,Constant
2033,Sales & Use Tax,King County Metro,580964283.2328299,Constant
2034,Sales & Use Tax,King County Metro,587345967.2491199,Constant
2035,Sales & Use Tax,King County Metro,590830661.47284,Constant
2036,Sales & Use Tax,King County Metro,597082541.8638599,Constant
2037,Sales & Use Tax,King County Metro,605877234.29352,Constant
2038,Sales & Use Tax,King County Metro,613437299.19144,Constant
2039,Sales & Use Tax,King County Metro,618500055.12831,Constant
2040,Sales & Use Tax,King County Metro,623972804.25681,Constant
2041,Sales & Use Tax,King County Metro,628567300.3463999,Constant
2042,Sales & Use Tax,King County Metro,634420557.4581,Constant
2043,Sales & Use Tax,King County Metro,640983766.7429999,Constant
2044,Sales & Use Tax,King County Metro,647295736.9787999,Constant
2045,Sales & Use Tax,King County Metro,655964284.2813,Constant
2046,Sales & Use Tax,King County Metro,663473170.5029999,Constant
2047,Sales & Use Tax,King County Metro,671326641.999,Constant
2048,Sales & Use Tax,King County Metro,681310560.4164,Constant
2049,Sales & Use Tax,King County Metro,688025063.6009998,Constant
2050,Sales & Use Tax,King County Metro,697281547.6295999,Constant
1989,Sales & Use Tax,Kitsap Transit,7298719.999999999,Constant
1990,Sales & Use Tax,Kitsap Transit,8820415.0,Constant
1991,Sales & Use Tax,Kitsap Transit,8616384.0,Constant
1992,Sales & Use Tax,Kitsap Transit,9075753.0,Constant
1993,Sales & Use Tax,Kitsap Transit,12244225.0,Constant
1994,Sales & Use Tax,Kitsap Transit,17850419.0,Constant
1995,Sales & Use Tax,Kitsap Transit,16311930.0,Constant
1996,Sales & Use Tax,Kitsap Transit,16556169.0,Constant
1997,Sales & Use Tax,Kitsap Transit,16629298.392,Constant
1998,Sales & Use Tax,Kitsap Transit,17582904.508,Constant
1999,Sales & Use Tax,Kitsap Transit,22258587.785,Constant
2000,Sales & Use Tax,Kitsap Transit,21603608.0,Constant
2001,Sales & Use Tax,Kitsap Transit,22274490.0,Constant
2002,Sales & Use Tax,Kitsap Transit,31661750.0,Constant
2003,Sales & Use Tax,Kitsap Transit,33648000.0,Constant
2004,Sales & Use Tax,Kitsap Transit,34953110.0,Constant
2005,Sales & Use Tax,Kitsap Transit,36137376.0,Constant
2006,Sales & Use Tax,Kitsap Transit,37798460.0,Constant
2007,Sales & Use Tax,Kitsap Transit,37625952.0,Constant
2008,Sales & Use Tax,Kitsap Transit,33859726.0,Constant
2009,Sales & Use Tax,Kitsap Transit,30809592.0,Constant
2010,Sales & Use Tax,Kitsap Transit,30626262.0,Constant
2011,Sales & Use Tax,Kitsap Transit,30064460.0,Constant
2012,Sales & Use Tax,Kitsap Transit,30034550.0,Constant
2013,Sales & Use Tax,Kitsap Transit,30652020.0,Constant
2014,Sales & Use Tax,Kitsap Transit,31940370.0,Constant
2015,Sales & Use Tax,Kitsap Transit,34467972.0,Constant
2016,Sales & Use Tax,Kitsap Transit,36516480.0,Constant
2017,Sales & Use Tax,Kitsap Transit,48993280.0,Constant
2018,Sales & Use Tax,Kitsap Transit,41743000.0,Constant
2019,Sales & Use Tax,Kitsap Transit,33064598.815776,Constant
2020,Sales & Use Tax,Kitsap Transit,34245372.473423995,Constant
2021,Sales & Use Tax,Kitsap Transit,37064580.98918399,Constant
2022,Sales & Use Tax,Kitsap Transit,38491313.981231995,Constant
2023,Sales & Use Tax,Kitsap Transit,39447832.54192001,Constant
2024,Sales & Use Tax,Kitsap Transit,41069665.635048,Constant
2025,Sales & Use Tax,Kitsap Transit,41704279.42621601,Constant
2026,Sales & Use Tax,Kitsap Transit,41918695.640640005,Constant
2027,Sales & Use Tax,Kitsap Transit,42955722.721504,Constant
2028,Sales & Use Tax,Kitsap Transit,43791097.76905601,Constant
2029,Sales & Use Tax,Kitsap Transit,44098309.40604801,Constant
2030,Sales & Use Tax,Kitsap Transit,44922425.747136004,Constant
2031,Sales & Use Tax,Kitsap Transit,45832184.874032006,Constant
2032,Sales & Use Tax,Kitsap Transit,46271527.921008,Constant
2033,Sales & Use Tax,Kitsap Transit,46847837.882255994,Constant
2034,Sales & Use Tax,Kitsap Transit,47616243.27206399,Constant
2035,Sales & Use Tax,Kitsap Transit,48073458.62552801,Constant
2036,Sales & Use Tax,Kitsap Transit,48701492.492544,Constant
2037,Sales & Use Tax,Kitsap Transit,49450100.66918401,Constant
2038,Sales & Use Tax,Kitsap Transit,50115051.254448,Constant
2039,Sales & Use Tax,Kitsap Transit,50539011.768872,Constant
2040,Sales & Use Tax,Kitsap Transit,50959741.99541599,Constant
2041,Sales & Use Tax,Kitsap Transit,51245783.8992,Constant
2042,Sales & Use Tax,Kitsap Transit,51496198.54902401,Constant
2043,Sales & Use Tax,Kitsap Transit,51770924.098280005,Constant
2044,Sales & Use Tax,Kitsap Transit,51943115.68264,Constant
2045,Sales & Use Tax,Kitsap Transit,52175724.52968,Constant
2046,Sales & Use Tax,Kitsap Transit,52189945.786,Constant
2047,Sales & Use Tax,Kitsap Transit,52014134.5,Constant
2048,Sales & Use Tax,Kitsap Transit,51881527.80016,Constant
2049,Sales & Use Tax,Kitsap Transit,51383651.4044,Constant
2050,Sales & Use Tax,Kitsap Transit,50936661.372320004,Constant
1989,Sales & Use Tax,Pierce Transit,30920031.999999996,Constant
1990,Sales & Use Tax,Pierce Transit,30708749.999999996,Constant
1991,Sales & Use Tax,Pierce Transit,30409344.0,Constant
1992,Sales & Use Tax,Pierce Transit,31231782.000000004,Constant
1993,Sales & Use Tax,Pierce Transit,33733549.0,Constant
1994,Sales & Use Tax,Pierce Transit,34025473.0,Constant
1995,Sales & Use Tax,Pierce Transit,33753275.326,Constant
1996,Sales & Use Tax,Pierce Transit,33391474.2,Constant
1997,Sales & Use Tax,Pierce Transit,34267124.451,Constant
1998,Sales & Use Tax,Pierce Transit,36350849.86,Constant
1999,Sales & Use Tax,Pierce Transit,37804391.66,Constant
2000,Sales & Use Tax,Pierce Transit,38889812.0,Constant
2001,Sales & Use Tax,Pierce Transit,23896890.21356,Constant
2002,Sales & Use Tax,Pierce Transit,58542220.0,Constant
2003,Sales & Use Tax,Pierce Transit,81582380.0,Constant
2004,Sales & Use Tax,Pierce Transit,85304370.0,Constant
2005,Sales & Use Tax,Pierce Transit,92767092.0,Constant
2006,Sales & Use Tax,Pierce Transit,96597935.0,Constant
2007,Sales & Use Tax,Pierce Transit,96291936.0,Constant
2008,Sales & Use Tax,Pierce Transit,85600136.0,Constant
2009,Sales & Use Tax,Pierce Transit,75241980.0,Constant
2010,Sales & Use Tax,Pierce Transit,77688071.0,Constant
2011,Sales & Use Tax,Pierce Transit,74767090.00000001,Constant
2012,Sales & Use Tax,Pierce Transit,73469130.0,Constant
2013,Sales & Use Tax,Pierce Transit,69662670.0,Constant
2014,Sales & Use Tax,Pierce Transit,71623529.99999999,Constant
2015,Sales & Use Tax,Pierce Transit,76445292.0,Constant
2016,Sales & Use Tax,Pierce Transit,80443968.0,Constant
2017,Sales & Use Tax,Pierce Transit,82925568.0,Constant
2018,Sales & Use Tax,Pierce Transit,86801000.0,Constant
2019,Sales & Use Tax,Pierce Transit,63413539.524620995,Constant
2020,Sales & Use Tax,Pierce Transit,65522105.572950006,Constant
2021,Sales & Use Tax,Pierce Transit,68767135.598616,Constant
2022,Sales & Use Tax,Pierce Transit,70536211.353036,Constant
2023,Sales & Use Tax,Pierce Transit,72599391.64549501,Constant
2024,Sales & Use Tax,Pierce Transit,75603296.04282002,Constant
2025,Sales & Use Tax,Pierce Transit,77900093.368188,Constant
2026,Sales & Use Tax,Pierce Transit,79973587.33728,Constant
2027,Sales & Use Tax,Pierce Transit,82984774.58606401,Constant
2028,Sales & Use Tax,Pierce Transit,85665799.481652,Constant
2029,Sales & Use Tax,Pierce Transit,87715059.037632,Constant
2030,Sales & Use Tax,Pierce Transit,90402590.591976,Constant
2031,Sales & Use Tax,Pierce Transit,92895177.54110101,Constant
2032,Sales & Use Tax,Pierce Transit,94882691.583342,Constant
2033,Sales & Use Tax,Pierce Transit,96811539.047028,Constant
2034,Sales & Use Tax,Pierce Transit,98821181.691648,Constant
2035,Sales & Use Tax,Pierce Transit,100373738.37597601,Constant
2036,Sales & Use Tax,Pierce Transit,102097393.67490003,Constant
2037,Sales & Use Tax,Pierce Transit,103920047.136984,Constant
2038,Sales & Use Tax,Pierce Transit,105521592.99450599,Constant
2039,Sales & Use Tax,Pierce Transit,106723630.136331,Constant
2040,Sales & Use Tax,Pierce Transit,107910105.915066,Constant
2041,Sales & Use Tax,Pierce Transit,108908390.28494099,Constant
2042,Sales & Use Tax,Pierce Transit,109931831.61234301,Constant
2043,Sales & Use Tax,Pierce Transit,110914334.828115,Constant
2044,Sales & Use Tax,Pierce Transit,111776903.459949,Constant
2045,Sales & Use Tax,Pierce Transit,112936313.961081,Constant
2046,Sales & Use Tax,Pierce Transit,113925224.72545502,Constant
2047,Sales & Use Tax,Pierce Transit,114989348.99946,Constant
2048,Sales & Use Tax,Pierce Transit,116480276.41146,Constant
2049,Sales & Use Tax,Pierce Transit,117555633.98104501,Constant
2050,Sales & Use Tax,Pierce Transit,119053787.91134402,Constant
1989,MVET,Community Transit,18505343.999999996,Constant
1989,MVET,King County Metro,119106415.99999999,Constant
1989,MVET,Kitsap Transit,7209487.999999999,Constant
1989,MVET,Pierce Transit,26051167.999999996,Constant
1990,MVET,Community Transit,20996164.999999996,Constant
1990,MVET,King County Metro,127183789.99999999,Constant
1990,MVET,Kitsap Transit,8257959.999999999,Constant
1990,MVET,Pierce Transit,28812349.999999996,Constant
1991,MVET,Community Transit,22085280.0,Constant
1991,MVET,King County Metro,125393184.0,Constant
1991,MVET,Kitsap Transit,8225280.0,Constant
1991,MVET,Pierce Transit,28129248.0,Constant
1992,MVET,Community Transit,22781675.0,Constant
1992,MVET,King County Metro,129263904.00000001,Constant
1992,MVET,Kitsap Transit,9130157.0,Constant
1992,MVET,Pierce Transit,27662491.0,Constant
1993,MVET,Community Transit,21479869.0,Constant
1993,MVET,King County Metro,122835578.0,Constant
1993,MVET,Kitsap Transit,8876354.0,Constant
1993,MVET,Pierce Transit,32648115.0,Constant
1994,MVET,Community Transit,21845661.0,Constant
1994,MVET,King County Metro,129839872.0,Constant
1994,MVET,Kitsap Transit,9438805.0,Constant
1994,MVET,Pierce Transit,34318433.0,Constant
1995,MVET,Community Transit,23145220.114,Constant
1995,MVET,King County Metro,132955978.0,Constant
1995,MVET,Kitsap Transit,9694132.988,Constant
1995,MVET,Pierce Transit,34610456.160000004,Constant
1996,MVET,Community Transit,23586750.6,Constant
1996,MVET,King County Metro,136766061.6,Constant
1996,MVET,Kitsap Transit,9540568.8,Constant
1996,MVET,Pierce Transit,34707771.0,Constant
1997,MVET,Community Transit,25803570.051,Constant
1997,MVET,King County Metro,141044284.668,Constant
1997,MVET,Kitsap Transit,9618487.158,Constant
1997,MVET,Pierce Transit,34703086.425,Constant
1998,MVET,Community Transit,27360692.008,Constant
1998,MVET,King County Metro,152077061.708,Constant
1998,MVET,Kitsap Transit,12191888.072,Constant
1998,MVET,Pierce Transit,37236168.32,Constant
1999,MVET,Community Transit,29402930.437999997,Constant
1999,MVET,Everett Transit,434608.937,Constant
1999,MVET,King County Metro,153220652.767,Constant
1999,MVET,Kitsap Transit,12325293.848,Constant
1999,MVET,Pierce Transit,35293669.894,Constant
2000,MVET,Community Transit,13087932.0,Constant
2000,MVET,Everett Transit,291044.0,Constant
2000,MVET,King County Metro,70470348.0,Constant
2000,MVET,Kitsap Transit,81432.0,Constant
2000,MVET,Pierce Transit,447876.0,Constant
