County,Tax Base Category,Year,Value
4-County regional Totals,Retail Sales (nominal),2047,223878058400.0
4-County regional Totals,Motor Fuel (gal.),2047,1941753293.0
4-County regional Totals,Cars and Gas Trucks,2047,5083282.147
4-County regional Totals,Diesel,2047,255.7691831
4-County regional Totals,Total Registrations (000s),2047,5339051.33
King County,Population,2047,2957608.883
King County,Employment,2047,1965632.9009999998
King County,Retail Sales (nominal),2047,126426862900.0
King County,Cars and Gas Trucks,2047,2422483.925
Kitsap County,Population,2047,346197.0915
Kitsap County,Employment,2047,140031.35259999998
Kitsap County,Retail Sales (nominal),2047,11019943750.0
Kitsap County,Cars and Gas Trucks,2047,369183.4724
Pierce County,Population,2047,1194030.514
Pierce County,Employment,2047,476794.0148
Pierce County,Retail Sales (nominal),2047,49973641460.0
Pierce County,Cars and Gas Trucks,2047,1118685.093
Snohomish County,Population,2047,1179663.511
Snohomish County,Employment,2047,486937.7313
Snohomish County,Retail Sales (nominal),2047,36457610290.0
Snohomish County,Cars and Gas Trucks,2047,1172929.657
4-County regional Totals,Personal Income (nominal),2048,1009283000000.0
4-County regional Totals,Population,2048,5726303.0
4-County regional Totals,Employment,2048,3102187.0
4-County regional Totals,Retail Sales (nominal),2048,230896859600.0
4-County regional Totals,Motor Fuel (gal.),2048,1962103468.0
4-County regional Totals,Cars and Gas Trucks,2048,5142791.528
4-County regional Totals,Diesel,2048,261.2493683
4-County regional Totals,Total Registrations (000s),2048,5404040.896000001
King County,Population,2048,2981858.021
King County,Employment,2048,1984937.118
King County,Retail Sales (nominal),2048,130970888200.0
King County,Cars and Gas Trucks,2048,2450874.8989999997
Kitsap County,Population,2048,348806.4021
Kitsap County,Employment,2048,141630.876
Kitsap County,Retail Sales (nominal),2048,11220053590.0
Kitsap County,Cars and Gas Trucks,2048,373204.1275
Pierce County,Population,2048,1204160.8739999998
Pierce County,Employment,2048,482320.17339999997
Pierce County,Retail Sales (nominal),2048,51672556300.0
Pierce County,Cars and Gas Trucks,2048,1132597.4819999998
Snohomish County,Population,2048,1191477.703
Snohomish County,Employment,2048,493298.8323
Snohomish County,Retail Sales (nominal),2048,37033361510.0
Snohomish County,Cars and Gas Trucks,2048,1186115.02
4-County regional Totals,Personal Income (nominal),2049,1051296000000.0
4-County regional Totals,Population,2049,5774225.0
4-County regional Totals,Employment,2049,3133487.0
4-County regional Totals,Retail Sales (nominal),2049,237523291800.0
4-County regional Totals,Motor Fuel (gal.),2049,1982797877.0
4-County regional Totals,Cars and Gas Trucks,2049,5201903.016
4-County regional Totals,Diesel,2049,266.7918415
4-County regional Totals,Total Registrations (000s),2049,5468694.857000001
King County,Population,2049,3005628.5640000002
King County,Employment,2049,2003252.2980000002
King County,Retail Sales (nominal),2049,135304830599.99998
King County,Cars and Gas Trucks,2049,2479240.367
Kitsap County,Population,2049,351355.8567
Kitsap County,Employment,2049,143164.46659999999
Kitsap County,Retail Sales (nominal),2049,11368064470.0
Kitsap County,Cars and Gas Trucks,2049,377182.995
Pierce County,Population,2049,1214103.72
Pierce County,Employment,2049,487623.4499
Pierce County,Retail Sales (nominal),2049,53349504870.0
Pierce County,Cars and Gas Trucks,2049,1146434.383
Snohomish County,Population,2049,1203136.86
Snohomish County,Employment,2049,499446.7856
Snohomish County,Retail Sales (nominal),2049,37500891920.0
Snohomish County,Cars and Gas Trucks,2049,1199045.271
4-County regional Totals,Personal Income (nominal),2050,1095299000000.0
4-County regional Totals,Population,2050,5823165.0
4-County regional Totals,Employment,2050,3164442.0
4-County regional Totals,Retail Sales (nominal),2050,244396963800.0
4-County regional Totals,Motor Fuel (gal.),2050,2004464980.0
4-County regional Totals,Cars and Gas Trucks,2050,5262452.5309999995
4-County regional Totals,Diesel,2050,272.4922073
4-County regional Totals,Total Registrations (000s),2050,5534944.738999999
King County,Population,2050,3029909.142
King County,Employment,2050,2021312.901
King County,Retail Sales (nominal),2050,139847883600.0
King County,Cars and Gas Trucks,2050,2508376.413
Kitsap County,Population,2050,353961.0552
Kitsap County,Employment,2050,144684.3726
Kitsap County,Retail Sales (nominal),2050,11492929010.0
Kitsap County,Cars and Gas Trucks,2050,381236.9432
Pierce County,Population,2050,1224258.3569999998
Pierce County,Employment,2050,492881.7174
Pierce County,Retail Sales (nominal),2050,55102188240.0
Pierce County,Cars and Gas Trucks,2050,1160648.093
Snohomish County,Population,2050,1215036.446
Snohomish County,Employment,2050,505563.009
Snohomish County,Retail Sales (nominal),2050,37953962990.0
Snohomish County,Cars and Gas Trucks,2050,1212191.0829999999
